return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-104721,ORD-579561,CUST-123345,SKU-TAB-1128,2025-04-15,2025-03-17,power button got stuck,SETUP_DIFFICULTY,WARRANTY,1185.22,1,ONLINE,IN_STORE_DROP,True,29,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,VoltMax Tablet 228,VoltMax,Tablets,Tablets Standard,MOD-2128,1185.22,24,2024-02-13,0.17,Silver,2000,Lightning,iOS,Specific,SUP-109,Pouch,VoltMax Tablet 228 - High Performance,Official VoltMax Tablets with Lightning support.,See Description,"Charger, User Manual, Cable",26x9x4 cm,Silver,2024-06-13,0.58,False,False,0.63,True,False,False,False,True,1,True,True,False,10,Customer initiated return for PRODUCT_DEFECT,2025-04-18,INSP-18,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-15,NORMAL,54.0,28.0,30.0,60.0,14.0,18.0,0.9,1.0,60.0,HEALTHY
RET-107211,ORD-534657,CUST-120401,SKU-CAM-1039,2025-11-15,2025-11-03,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,524.3,1,RETAIL_STORE,LOCKER,False,12,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,VoltMax Camera 139,VoltMax,Cameras,Cameras Standard,MOD-2039,524.3,6,2023-06-07,4.51,Midnight Black,0,Micro-USB,,Specific,SUP-114,Pouch,VoltMax Camera 139 - High Performance,Official VoltMax Cameras with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",29x7x2 cm,Midnight Black,2024-02-11,0.82,True,True,0.91,True,True,True,False,False,0,True,False,True,7,Customer initiated return for LISTING_MISMATCH,2025-11-17,INSP-17,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-11-15,NORMAL,47.0,27.0,30.0,60.0,14.0,10.0,1.6,1.0,60.0,HEALTHY
RET-110486,ORD-571696,CUST-137194,SKU-CHA-1140,2025-03-17,2025-02-23,wrong size cable,NO_FAULT_FOUND,WARRANTY,971.56,1,MARKETPLACE,LOCKER,True,22,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,PixelCraft Charger 240,PixelCraft,Chargers,Chargers Standard,MOD-2140,971.56,6,2023-11-08,4.16,Space Gray,0,3.5mm Jack,,Specific,SUP-100,Blister Pack,PixelCraft Charger 240 - High Performance,Official PixelCraft Chargers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",28x14x1 cm,Space Gray,2024-01-14,0.88,True,True,0.96,True,False,False,False,True,0,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE,2025-03-20,INSP-12,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-03-17,NORMAL,31.0,30.0,30.0,60.0,15.0,5.0,1.3,1.0,60.0,HEALTHY
RET-103380,ORD-557696,CUST-122157,SKU-TVS-1022,2025-09-06,2025-08-25,spilled coffee on keyboard,CUSTOMER_DAMAGE,STANDARD_RETURN,653.99,1,RETAIL_STORE,IN_STORE_DROP,False,12,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,PixelCraft TV 122,PixelCraft,TVs,TVs Standard,MOD-2022,653.99,36,2023-05-05,4.06,Silver,0,Bluetooth,,iOS/Android,SUP-101,Box,PixelCraft TV 122 - High Performance,Official PixelCraft TVs with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",23x11x4 cm,Silver,2024-01-14,0.96,True,False,0.91,True,False,True,False,True,0,False,False,True,3,Customer initiated return for CUSTOMER_DAMAGE,2025-09-09,INSP-19,True,PASSED,False,False,True,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-09-06,NORMAL,40.0,26.0,30.0,60.0,14.0,10.0,0.6,1.0,60.0,HEALTHY
RET-100285,ORD-521539,CUST-118448,SKU-SMA-1016,2025-01-01,2025-06-26,battery expanded after 10 months,WARRANTY_FAILURE,WARRANTY,458.09,1,RETAIL_STORE,IN_STORE_DROP,True,26,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,VoltMax Smartphone 116,VoltMax,Smartphones,Smartphones Standard,MOD-2016,458.09,12,2023-10-04,1.69,Midnight Black,2000,HDMI,Android,Specific,SUP-101,Pouch,VoltMax Smartphone 116 - High Performance,Official VoltMax Smartphones with HDMI support.,iOS and Android,"Charger, User Manual, Cable",13x10x3 cm,Midnight Black,2024-03-02,0.98,True,True,0.92,True,False,False,False,True,0,True,False,True,8,Customer initiated return for WARRANTY_FAILURE,2025-07-25,INSP-17,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-104710,ORD-537684,CUST-97538,SKU-KEY-1010,2025-07-10,2025-06-11,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,266.96,1,ONLINE,LOCKER,False,29,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,OmniGear Keyboard 110,OmniGear,Keyboards,Keyboards Standard,MOD-2010,266.96,36,2023-07-22,2.35,Space Gray,0,3.5mm Jack,,Specific,SUP-102,Blister Pack,OmniGear Keyboard 110 - High Performance,Official OmniGear Keyboards with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",30x12x2 cm,Space Gray,2024-03-08,0.91,True,True,0.92,True,False,False,False,True,2,True,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE,2025-07-13,INSP-19,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-07-10,NORMAL,47.0,27.0,30.0,60.0,16.0,13.0,1.7,1.0,60.0,HEALTHY
RET-101953,ORD-563653,CUST-102983,SKU-CHA-1035,2025-01-29,2025-01-21,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,328.39,1,RETAIL_STORE,LOCKER,False,8,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,VoltMax Charger 135,VoltMax,Chargers,Chargers Standard,MOD-2035,328.39,6,2024-01-16,0.86,Space Gray,0,HDMI,,Specific,SUP-109,Blister Pack,VoltMax Charger 135 - High Performance,Official VoltMax Chargers with HDMI support.,iOS and Android,"Charger, User Manual, Cable",18x13x4 cm,Space Gray,2024-03-05,0.92,True,True,0.95,True,False,False,False,True,2,True,True,False,7,Customer initiated return for PRODUCT_DEFECT,2025-01-31,INSP-20,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-29,NORMAL,32.0,25.0,30.0,60.0,17.0,20.0,1.7,1.0,60.0,HEALTHY
RET-108771,ORD-553933,CUST-101432,SKU-SMA-1076,2025-07-11,2025-06-16,screen arrived cracked,SHIPPING_DAMAGE,STANDARD_RETURN,363.67,1,RETAIL_STORE,IN_STORE_DROP,False,25,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,SonicWave Smartphone 176,SonicWave,Smartphones,Smartphones Standard,MOD-2076,363.67,36,2023-12-21,2.81,Space Gray,5000,Bluetooth,iOS,iOS/Android,SUP-106,Reinforced Case,SonicWave Smartphone 176 - High Performance,Official SonicWave Smartphones with Bluetooth support.,See Description,"Charger, User Manual, Cable",15x8x2 cm,Space Gray,2024-05-03,0.39,False,True,0.69,True,False,True,False,True,0,False,True,False,10,Customer initiated return for SHIPPING_DAMAGE,2025-07-13,INSP-15,True,PASSED,False,True,False,100,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-07-11,NORMAL,56.0,28.0,30.0,60.0,18.0,14.0,1.6,1.0,60.0,HEALTHY
RET-101280,ORD-517995,CUST-93324,SKU-SMA-1064,2025-06-17,2025-06-13,wifi drops conn3ction const4ntly,PRODUCT_DEFECT,WARRANTY,344.73,1,MARKETPLACE,IN_STORE_DROP,True,4,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,UltraLink Smartwatche 164,UltraLink,Smartwatches,Smartwatches Standard,MOD-2064,344.73,36,2023-05-10,0.19,White,2000,Bluetooth,,iOS/Android,SUP-100,Pouch,UltraLink Smartwatche 164 - High Performance,Official UltraLink Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",14x12x1 cm,White,2024-05-24,0.58,True,False,0.45,True,True,False,True,True,0,True,True,False,8,Customer initiated return for PRODUCT_DEFECT,2025-06-19,INSP-17,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-06-17,DELIVERY_DELAY,51.0,27.0,30.0,60.0,22.0,42.0,44.9,1.0,60.0,DEGRADED
RET-110614,ORD-518429,CUST-102696,SKU-SMA-1061,2025-04-29,2025-04-05,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,652.79,1,ONLINE,IN_STORE_DROP,False,24,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,UltraLink Smartphone 161,UltraLink,Smartphones,Smartphones Standard,MOD-2061,652.79,12,2023-09-07,0.24,Space Gray,10000,Bluetooth,iOS,iOS/Android,SUP-110,Eco Carton,UltraLink Smartphone 161 - High Performance,Official UltraLink Smartphones with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",12x15x4 cm,Space Gray,2024-02-04,0.91,True,True,0.95,True,True,True,True,True,1,False,False,True,5,Customer initiated return for LISTING_MISMATCH,2025-05-02,INSP-13,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-29,NORMAL,40.0,26.0,30.0,60.0,18.0,7.0,0.9,1.0,60.0,HEALTHY
RET-100929,ORD-511326,CUST-122474,SKU-GAM-1030,2025-04-16,2025-03-17,cannot get software setup to complete,SETUP_DIFFICULTY,WARRANTY,720.12,1,MARKETPLACE,LOCKER,True,30,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,SonicWave Gaming Accessorie 130,SonicWave,Gaming Accessories,Gaming Accessories Standard,MOD-2030,720.12,12,2023-07-26,4.71,White,0,USB-C,,Universal,SUP-103,Reinforced Case,SonicWave Gaming Accessorie 130 - High Performance,Official SonicWave Gaming Accessories with USB-C support.,See Description,"Charger, User Manual, Cable",20x9x2 cm,White,2024-06-20,0.81,False,True,0.93,True,False,True,False,True,2,False,False,True,2,Customer initiated return for SETUP_DIFFICULTY,2025-04-18,INSP-16,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-16,NORMAL,30.0,30.0,30.0,60.0,16.0,6.0,2.0,1.0,60.0,HEALTHY
RET-110214,ORD-562278,CUST-115584,SKU-TAB-1068,2025-03-13,2025-03-01,screen arrived cracked,SHIPPING_DAMAGE,WARRANTY,697.32,1,MARKETPLACE,LOCKER,True,12,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,NexusCore Tablet 168,NexusCore,Tablets,Tablets Standard,MOD-2068,697.32,36,2023-07-23,3.0,Silver,4000,USB-C,Android,Universal,SUP-101,Pouch,NexusCore Tablet 168 - High Performance,Official NexusCore Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",23x12x1 cm,Silver,2024-04-20,0.93,False,True,0.85,True,False,False,True,False,0,True,True,False,4,Customer initiated return for SHIPPING_DAMAGE,2025-03-16,INSP-17,True,PASSED,False,True,False,99,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-03-13,NORMAL,57.0,25.0,30.0,60.0,18.0,13.0,1.0,1.0,60.0,HEALTHY
RET-110844,ORD-522318,CUST-127177,SKU-CHA-1080,2025-04-12,2025-03-20,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,1049.17,1,RETAIL_STORE,IN_STORE_DROP,False,23,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,SonicWave Charger 180,SonicWave,Chargers,Chargers Standard,MOD-2080,1049.17,24,2023-08-29,2.26,Silver,0,Bluetooth,,iOS/Android,SUP-100,Pouch,SonicWave Charger 180 - High Performance,Official SonicWave Chargers with Bluetooth support.,See Description,"Charger, User Manual, Cable",14x14x3 cm,Silver,2024-01-22,0.88,False,True,0.86,True,False,True,False,True,2,True,True,False,10,Customer initiated return for PRODUCT_DEFECT,2025-04-13,INSP-17,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-12,CAPACITY_LOSS,69.0,13.0,30.0,35.0,25.0,98.0,2.2,1.0,35.0,DEGRADED
RET-103452,ORD-568357,CUST-119953,SKU-CAM-1084,2025-03-28,2025-03-10,battery life shorter than i hoped,PERFORMANCE_EXPECTATION,WARRANTY,737.41,1,RETAIL_STORE,LOCKER,True,18,PENDING_INSPECTION,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,AeroTech Camera 184,AeroTech,Cameras,Cameras Standard,MOD-2084,737.41,6,2024-04-30,3.17,Space Gray,0,Lightning,,Specific,SUP-110,Box,AeroTech Camera 184 - High Performance,Official AeroTech Cameras with Lightning support.,See Description,"Charger, User Manual, Cable",24x6x2 cm,Space Gray,2024-03-08,0.89,False,True,0.89,True,True,False,False,False,2,False,False,True,8,Customer initiated return for PERFORMANCE_EXPECTATION,2025-03-30,INSP-12,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-03-28,DELIVERY_DELAY,62.0,28.0,30.0,60.0,21.0,27.0,17.3,1.0,60.0,DEGRADED
RET-101347,ORD-572865,CUST-134485,SKU-CAM-1144,2025-12-12,2025-11-12,wrong size cable,SETUP_DIFFICULTY,STANDARD_RETURN,540.09,1,RETAIL_STORE,LOCKER,False,30,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,NexusCore Camera 244,NexusCore,Cameras,Cameras Standard,MOD-2144,540.09,36,2023-09-06,2.27,Space Gray,0,HDMI,,Specific,SUP-103,Reinforced Case,NexusCore Camera 244 - High Performance,Official NexusCore Cameras with HDMI support.,iOS and Android,Device Only,17x13x5 cm,Space Gray,2024-06-20,0.52,True,False,0.51,True,False,False,False,True,2,True,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE,2025-12-15,INSP-20,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-12-12,DELIVERY_DELAY,61.0,25.0,30.0,60.0,21.0,21.0,32.5,1.0,60.0,DEGRADED
RET-105638,ORD-520789,CUST-117750,SKU-MIC-1116,2025-01-29,2025-01-19,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,900.76,1,MARKETPLACE,MAIL,False,10,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,OmniGear Mice 216,OmniGear,Mice,Mice Standard,MOD-2116,900.76,12,2023-04-13,3.95,Space Gray,0,Lightning,,Specific,SUP-108,Reinforced Case,OmniGear Mice 216 - High Performance,Official OmniGear Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",27x10x1 cm,Space Gray,2024-04-11,0.85,True,True,0.91,True,False,False,True,False,2,False,False,True,3,Customer initiated return for LISTING_MISMATCH,2025-02-01,INSP-12,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-29,NORMAL,32.0,25.0,30.0,60.0,17.0,20.0,1.7,1.0,60.0,HEALTHY
RET-110195,ORD-553787,CUST-118079,SKU-SMA-1139,2025-01-06,2024-12-11,tested fine customer didn't like color,NO_FAULT_FOUND,STANDARD_RETURN,198.36,1,RETAIL_STORE,IN_STORE_DROP,False,26,PENDING_INSPECTION,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4,PixelCraft Smartwatche 239,PixelCraft,Smartwatches,Smartwatches Standard,MOD-2139,198.36,36,2023-04-25,4.24,Space Gray,2000,Micro-USB,,Specific,SUP-101,Pouch,PixelCraft Smartwatche 239 - High Performance,Official PixelCraft Smartwatches with Micro-USB support.,See Description,"Charger, User Manual, Cable",30x5x1 cm,Space Gray,2024-05-15,0.47,False,True,0.44,True,False,True,False,False,0,True,False,True,1,Customer initiated return for NO_FAULT_FOUND,2025-01-08,INSP-19,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-06,NORMAL,34.0,26.0,30.0,60.0,18.0,15.0,0.7,1.0,60.0,HEALTHY
RET-105676,ORD-517147,CUST-129654,SKU-ROU-1104,2025-01-30,2024-12-31,battery life shorter than i hoped,PERFORMANCE_EXPECTATION,STANDARD_RETURN,638.25,1,ONLINE,IN_STORE_DROP,False,30,PROCESSED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,SonicWave Router 204,SonicWave,Routers,Routers Standard,MOD-2104,638.25,36,2023-01-08,0.81,Silver,0,3.5mm Jack,,Specific,SUP-101,Eco Carton,SonicWave Router 204 - High Performance,Official SonicWave Routers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",12x11x1 cm,Silver,2024-06-11,0.37,True,True,0.47,True,False,True,True,False,0,False,False,True,3,Customer initiated return for PERFORMANCE_EXPECTATION,2025-02-02,INSP-18,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-30,URGENT_DEMAND,124.0,29.0,30.0,70.0,22.0,120.0,7.7,1.25,70.0,HEALTHY
RET-102532,ORD-532528,CUST-110101,SKU-SPE-1012,2025-06-26,2025-06-15,wrong size cable,COMPATIBILITY_ISSUE,WARRANTY,122.73,1,ONLINE,MAIL,True,11,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,Zenith Speaker 112,Zenith,Speakers,Speakers Standard,MOD-2012,122.73,6,2024-03-16,3.17,Ocean Blue,2000,Lightning,,Specific,SUP-109,Box,Zenith Speaker 112 - High Performance,Official Zenith Speakers with Lightning support.,iOS and Android,"Charger, User Manual, Cable",29x6x4 cm,Ocean Blue,2024-04-07,0.97,True,False,0.95,True,False,False,False,False,2,True,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE,2025-06-29,INSP-12,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-06-26,NORMAL,30.0,25.0,30.0,60.0,14.0,6.0,0.9,1.0,60.0,HEALTHY
RET-110065,ORD-535500,CUST-112729,SKU-CAB-1028,2025-05-23,2025-05-10,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,240.03,1,MARKETPLACE,IN_STORE_DROP,False,13,REJECTED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,VoltMax Cable 128,VoltMax,Cables,Cables Standard,MOD-2028,240.03,12,2024-05-10,2.94,White,0,USB-C,,Universal,SUP-100,Pouch,VoltMax Cable 128 - High Performance,Official VoltMax Cables with USB-C support.,iOS and Android,"Charger, User Manual, Cable",26x7x1 cm,White,2024-05-10,0.81,True,False,0.92,True,True,True,True,True,1,True,True,True,1,Customer initiated return for MISSING_ACCESSORY,2025-05-26,INSP-16,False,PASSED,True,False,False,95,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-05-23,NORMAL,38.0,30.0,30.0,60.0,16.0,11.0,1.1,1.0,60.0,HEALTHY
RET-102639,ORD-572255,CUST-127243,SKU-CHA-1095,2025-04-16,2025-03-18,device stopped turning on after two weeks,PRODUCT_DEFECT,WARRANTY,756.11,1,RETAIL_STORE,IN_STORE_DROP,True,29,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,Zenith Charger 195,Zenith,Chargers,Chargers Standard,MOD-2095,756.11,6,2023-04-15,2.79,Space Gray,0,Micro-USB,,Specific,SUP-107,Eco Carton,Zenith Charger 195 - High Performance,Official Zenith Chargers with Micro-USB support.,See Description,"Charger, User Manual, Cable",24x6x2 cm,Space Gray,2024-05-07,0.91,False,True,0.99,True,True,False,True,True,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT,2025-04-17,INSP-17,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-16,NORMAL,30.0,30.0,30.0,60.0,16.0,6.0,2.0,1.0,60.0,HEALTHY
RET-106179,ORD-542385,CUST-131544,SKU-SMA-1004,2025-04-01,2025-03-20,wrong size cable,COMPATIBILITY_ISSUE,WARRANTY,2298.6,2,MARKETPLACE,LOCKER,True,12,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,PixelCraft Smartwatche 104,PixelCraft,Smartwatches,Smartwatches Standard,MOD-2004,1149.3,24,2023-02-22,0.57,Space Gray,2000,Bluetooth,,iOS/Android,SUP-109,Pouch,PixelCraft Smartwatche 104 - High Performance,Official PixelCraft Smartwatches with Bluetooth support.,See Description,"Charger, User Manual, Cable",21x14x3 cm,Space Gray,2024-01-12,0.95,False,True,0.9,True,False,True,True,False,0,False,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE,2025-04-02,INSP-15,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-04-01,NORMAL,60.0,28.0,30.0,60.0,16.0,18.0,1.7,1.0,60.0,HEALTHY
RET-108938,ORD-503964,CUST-129815,SKU-TVS-1052,2025-01-14,2025-01-09,speaker produces loud static noise,COMPATIBILITY_ISSUE,STANDARD_RETURN,305.14,1,ONLINE,MAIL,False,5,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,AeroTech TV 152,AeroTech,TVs,TVs Standard,MOD-2052,305.14,36,2023-11-09,2.33,White,0,USB-C,,Universal,SUP-103,Eco Carton,AeroTech TV 152 - High Performance,Official AeroTech TVs with USB-C support.,iOS and Android,"Charger, User Manual, Cable",13x11x2 cm,White,2024-02-15,0.88,True,False,0.95,True,False,True,True,True,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT,2025-01-15,INSP-18,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-14,NORMAL,37.0,26.0,30.0,60.0,15.0,17.0,0.9,1.0,60.0,HEALTHY
RET-101111,ORD-514532,CUST-126856,SKU-SPE-1027,2025-06-10,2025-06-08,charger missing from box,MISSING_ACCESSORY,STANDARD_RETURN,210.09,1,RETAIL_STORE,MAIL,False,2,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,AeroTech Speaker 127,AeroTech,Speakers,Speakers Standard,MOD-2027,210.09,6,2023-07-19,1.5,White,5000,Bluetooth,,iOS/Android,SUP-110,Eco Carton,AeroTech Speaker 127 - High Performance,Official AeroTech Speakers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",19x8x1 cm,White,2024-05-28,1.0,True,True,0.87,True,False,True,False,True,1,True,True,True,4,Customer initiated return for MISSING_ACCESSORY,2025-06-13,INSP-14,False,PASSED,True,False,False,99,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-06-10,NORMAL,52.0,27.0,30.0,60.0,16.0,13.0,1.1,1.0,60.0,HEALTHY
RET-105772,ORD-512745,CUST-112442,SKU-CHA-1140,2025-03-15,2025-02-27,charging port loose after half year,NO_FAULT_FOUND,WARRANTY,971.56,1,RETAIL_STORE,LOCKER,True,16,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,PixelCraft Charger 240,PixelCraft,Chargers,Chargers Standard,MOD-2140,971.56,6,2023-11-08,4.16,Space Gray,0,3.5mm Jack,,Specific,SUP-100,Blister Pack,PixelCraft Charger 240 - High Performance,Official PixelCraft Chargers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",28x14x1 cm,Space Gray,2024-01-14,0.88,True,True,0.96,True,True,False,True,True,1,False,False,True,6,Customer initiated return for WARRANTY_FAILURE,2025-03-16,INSP-15,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-03-15,URGENT_DEMAND,101.0,32.0,30.0,70.0,24.0,64.0,2.7,1.65,70.0,HEALTHY
